color,text
Blue,whenever merfolk control deal combat damage player draw card
Red,enrage whenever silverclad ferocidons dealt damage opponent sacrifice permanent
White,player chooses number creature control total power le sacrifice creature control
White,opponent cast instant sorcery spell player next turn
White,source would deal damage another dinosaur control prevent damage
Green,ascend control ten permanent get city blessing rest game beginning upkeep create green saproling creature token saprolings control get plusandplus long city blessing
Black,deathtouch blackmana reveal tetzimoc primal death hand put prey counter target creature activate ability turn tetzimoc enters battlefield destroy creature opponent control prey counter
Red,ascend control ten permanent get city blessing rest game whenever tilonalli summoner attack may pay x redmana create x red elemental creature token tapped attacking beginning next end step exile token unless city blessing
Blue,ascend control ten permanent get city blessing rest game bluemanabluemana tap put timestream navigator bottom owner library take extra turn one activate ability city blessing
Black,menace discard card tomb robber explores reveal top card library put card hand land otherwise put plusandplus counter creature put card back put graveyard
White,enrage whenever trapjaw tyrant dealt damage exile target creature opponent control trapjaw tyrant leaf battlefield
Black,flying ascend control ten permanent get city blessing rest game beginning upkeep city blessing reveal top card library put hand opponent loses x life gain x life x card converted mana cost
Black,ascend control ten permanent get city blessing rest game opponent sacrifice creature city blessing instead opponent sacrifice half creature control rounded
Blue,flying whenever warkite marauder attack target creature defending player control loses ability ha base power toughness end turn
Green,ascend control ten permanent get city blessing rest game may play additional land turn wayward swordtooth attack block unless city blessing
Green,whenever world shaper attack may put top three card library graveyard world shaper dy put land card graveyard onto battlefield tapped
Red,beginning upkeep reveal card top library reveal creature card next turn amplifire base power becomes twice card power base toughness becomes twice card toughness put revealed card bottom library random order
Black,player discard card hand creates many black zombie creature token
Blue,bluemana adapt creature ha plusandplus counter put plusandplus counter whenever one plusandplus counter put benthic biomancer draw card discard card
Green,biogenic ooze enters battlefield create green ooze creature token beginning end step put plusandplus counter ooze control greenmanagreenmanagreenmana create green ooze creature token
Red,electrodominance deal x damage target may cast card converted mana cost x le hand without paying mana cost
Green,vigilance trample haste endminusraze forerunner enters battlefield creature control get plusandplus gain vigilance trample end turn
Black,whenever pay life put many blood counter font agony blackmana remove four blood counter font agony destroy target creature
Green,greenmana adapt creature ha plusandplus counter put two plusandplus counter whenever one plusandplus counter put growthminuschamber guardian may search library card named growthminuschamber guardian reveal put hand shuffle library
Green,whenever nontoken creature enters battlefield control name another creature control creature card graveyard draw card
Black,gutterbones enters battlefield tapped blackmana return gutterbones graveyard hand activate ability turn opponent lost life turn
White,whenever cast multicolored spell create white human creature token
Red,whenever opponent activates ability artifact creature land mana ability immolation shaman deal damage player redmanaredmana immolation shaman get plusandplus gain menace end turn
Green,tap add one mana type land control could produce incubation druid ha plusandplus counter add three mana type instead greenmanagreenmana adapt creature ha plusandplus counter put three plusandplus counter
Red,spectacle redmana may cast spell spectacle cost rather mana cost opponent lost life turn exile top two card library end next turn may play card
White,vigilance lumbering battlement enters battlefield exile number nontoken creature control leaf battlefield lumbering battlement get plusandplus card exiled
Blue,gain control x target creature andandor planeswalkers
Red,whenever nontoken creature enters battlefield control flip coin lose flip flip create token copy creature token gain haste exile beginning next end step
Blue,draw three card addendum cast spell main phase instead scry draw three card
Black,tap sacrifice two creature number target player lose life sacrifice creature add blackmanablackmana draw card
Green,destroy artifact enchantment permanent destroyed way controller creates green centaur creature token
Red,riot creature enters battlefield choice plusandplus counter haste flying redmana skarrgan hellkite deal damage divided choose among one two target activate ability skarrgan hellkite ha plusandplus counter
White,whenever opponent draw card player may pay player create treasure token artifact tap sacrifice artifact add one mana color
Blue,may reveal card opening hand scry beginning first upkeep flying beginning upkeep scry
White,turn spell opponent cast cost cast ability opponent activate cost activate unless mana ability afterlife creature dy create white black spirit creature token flying
White,creature control gain indestructible end turn addendum cast spell main phase put plusandplus counter creature gain vigilance end turn
White,flying whitemanawhitemana target creature gain indestructible end turn
Black,level blackmana blackmana put level counter level sorcery level minus blackmana tap target creature get minusandminus end turn level plus blackmana tap target creature get minusandminus end turn
Red,level redmana redmana put level counter level sorcery level minus level plus whenever lord shatterskull pas attack deal damage creature defending player control
Blue,shroud creature target spell ability isleback spawn get plusandplus long library ha twenty fewer card
Blue,flying
Red,choose three target nonenchantment permanent destroy one random
Blue,plus scry draw card return target creature owner hand get emblem whenever opponent cast first spell turn counter spell
Blue,plus whenever one creature control deal combat damage player turn draw card discard card create blue illusion creature token creature becomes target spell sacrifice create two token copy jace cunning castaway except legendary
Black,menace godminuseternal bontu enters battlefield sacrifice number permanent draw many card godminuseternal bontu dy put exile battlefield may put owner library third top
Blue,flying may reveal first card draw turn draw whenever reveal instant sorcery card way copy card may cast copy copy cost le cast godminuseternal kefnet dy put exile battlefield may put owner library third top
White,double strike whenever cast creature spell create black zombie warrior creature token vigilance godminuseternal oketra dy put exile battlefield may put owner library third top
Green,deathtouch godminuseternal rhonas enters battlefield double power creature control end turn creature gain vigilance end turn godminuseternal rhonas dy put exile battlefield may put owner library third top
White,choose one tap spirit tap nonminusspirit creature
Green,enchant creature enchanted creature get plusandplus creature battlefield share creature type
Black,pay life carrion howler get plusandminus end turn
Black,additional cost cast spell exile x creature card graveyard target creature get minusxandminusx end turn
White,enchant creature enchanted creature activated ability activated whitemana attach detainment spell target creature
Red,create three red elemental creature token haste exile beginning next end step
Blue,enchant creature flight fancy enters battlefield draw two card enchanted creature ha flying
Red,haste goblin fire fiend must blocked able redmana goblin fire fiend get plusandplus end turn
Green,whenever another creature enters battlefield control herd gnarr get plusandplus end turn
White,first strike vigilance
White,nikkominusonna enters battlefield destroy target enchantment whenever cast spirit arcane spell may return nikkominusonna owner hand
Green,tap four untapped creature control destroy target artifact enchantment
Green,whenever another creature enters battlefield control creature get plusandplus end turn
Green,beginning upkeep put spore counter savage thallid remove three spore counter savage thallid create green saproling creature token sacrifice saproling regenerate target fungus
Red,haste channel redmana discard shinen fury fire target creature gain haste end turn
Green,create green saproling creature token
Green,treetop scout blocked except creature flying
Green,greenmana target creature get plusandplus end turn
White,radiance tap prevent next damage would dealt target creature creature share color turn
Red,yukiminusonna enters battlefield destroy target artifact whenever cast spirit arcane spell may return yukiminusonna owner hand
Green,creature control wolf werewolf enters battlefield additional plusandplus counter create green wolf creature token
Red,whenever one loyalty counter removed chandra fire artisan deal much damage target opponent planeswalker plus exile top card library may play turn exile top seven card library may play turn
Black,beginning opponent upkeep player ha one fewer card hand davriel rogue shadowmage deal damage target player discard card
Blue,would draw card library ha card win game instead plus target player put top two card library graveyard draw card draw seven card library ha card win game
Red,another red source control would deal damage permanent player deal much damage plus permanent player instead jaya venerated firemage deal damage target
Green,creature control plusandplus counter ha tap add one mana color put plusandplus counter target creature
Blue,spell opponent cast target creature planeswalker control cost cast create blue wizard creature token draw card discard card
Black,whenever creature control dy draw card plus create black zombie creature token player sacrifice two creature opponent chooses permanent control permanent type sacrifice rest
Blue,opponent draw one card turn look top four card library may reveal noncreature nonland card among put hand put rest bottom library random order
Green,whenever tap forest mana add additional greenmana plus put three plusandplus counter one target noncreature land control untap becomes elemental creature vigilance haste still land get emblem land control indestructible search library number forest card put onto battlefield tapped shuffle library
Black,whenever opponent draw card ob nixilis hateminustwisted deal damage player destroy target creature controller draw two card
Red,whenever creature attack planeswalker control dragon control deal damage creature plus end turn planeswalker control becomes red dragon creature gain flying create red dragon creature token flying
White,hexproof target spell ability opponent control create white wall creature token defender
White,prevent noncombat damage would dealt permanent control exile target creature power greater
Red,opponent gain life create red devil creature token creature dy deal damage target
Green,may cast creature spell though flash plus next turn one target creature gain vigilance reach look top three card library exile one face put rest bottom library order long remains exiled may look card may cast creature card
White,flying delirium whenever angel deliverance deal damage four card type among card graveyard exile target creature opponent control
Black,discard hand search library three card put card hand shuffle library
Red,burn within deal x damage target creature dealt damage way loses indestructible end turn creature would die turn exile instead
White,flying whenever cast creature spell converted mana cost le investigate create colorless clue artifact token sacrifice artifact draw card
Blue,counter target spell investigate three time investigate create colorless clue artifact token sacrifice artifact draw card
Green,creature control tap add one mana color
White,exile target creature creature controller control name creature player investigates nontoken creature exiled way
Red,create four red devil creature token creature dy deal damage target
Black,diregraf colossus enters battlefield plusandplus counter zombie card graveyard whenever cast zombie spell create tapped black zombie creature token
White,flying whenever another spirit enters battlefield control gain life whitemana create white spirit creature token flying
Blue,reveal top x plus one card library separate two pile opponent chooses one pile put pile hand graveyard
Red,vampire creature card battlefield ha madness madness cost equal mana cost discard card madness discard exile cast madness cost put graveyard
Red,flying whenever source opponent control deal damage permanent control may flameblade angel deal damage source controller
Blue,skulk creature blocked creature greater power beginning upkeep may discard card hand draw many card
Red,whenever werewolf enters battlefield control may transform beginning upkeep player cast two spell last turn transform vildinminuspack alpha
Red,haste beginning upkeep spell cast last turn transform geier reach bandit
Blue,flying geralf masterpiece get minusandminus card hand bluemana discard three card return geralf masterpiece graveyard battlefield tapped
Red,flying haste source would deal damage deal double damage instead source would deal damage goldnight castigator deal double damage goldnight castigator instead
White,westvale cult leader power toughness equal number creature control beginning end step create white black human cleric creature token
White,beginning upkeep control four creature transform hanweir militia captain
Red,whenever cast instant sorcery spell hand may cast target card name spell graveyard still pay cost
Green,delirium whenever inexorable blob attack four card type among card graveyard create green ooze creature token tapped attacking
Black,flying blackmana discard card put two plusandplus counter markov dreadknight
Blue,flying nephalia moondrakes enters battlefield target creature gain flying end turn bluemanabluemana exile nephalia moondrakes graveyard creature control gain flying end turn
Blue,flash flying rattlechains enters battlefield target spirit gain hexproof end turn may cast spirit spell though flash
Red,discard card ravenous bloodseeker get plusandminus end turn
Black,menace creature blocked except two creature relentless dead dy may pay blackmana return owner hand relentless dead dy may pay x return another target zombie creature card converted mana cost x graveyard battlefield
Green,vigilance trample werewolf ancient hunger power toughness equal total number card player hand beginning upkeep player cast two spell last turn transform werewolf ancient hunger
Green,sage ancient lore power toughness equal number card hand sage ancient lore enters battlefield draw card beginning upkeep spell cast last turn transform sage ancient lore
Red,first strike delirium scourge wolf ha double strike long four card type among card graveyard
Green,return number card different converted mana cost graveyard hand put season past bottom owner library
Green,trample whenever wolf werewolf control becomes target instant sorcery spell create green wolf creature token
Red,menace beginning upkeep reveal top card library opponent may put card graveyard player doe sin prodder deal damage player equal card converted mana cost otherwise put card hand
Green,trample delirium beginning upkeep four card type among card graveyard put three plusandplus counter soul swallower
Blue,skulk creature blocked creature greater power persistent nightmare deal combat damage player return owner hand
Blue,target opponent put top thirteen card library graveyard bluemanabluemana put startled awake graveyard onto battlefield transformed activate ability time could cast sorcery
Blue,creature transforms awoken horror return nonminushorror creature owner hand
Blue,defender thing ice enters battlefield four ice counter whenever cast instant sorcery spell remove ice counter thing ice ha ice counter transform
Black,target player sacrifice creature planeswalker delirium four card type among card graveyard instead player sacrifice creature planeswalker
Green,search library basic land card reveal put hand shuffle library delirium four card type among card graveyard instead search library creature land card reveal put hand shuffle library
Green,reach ulvenwald hydra power toughness equal number land control ulvenwald hydra enters battlefield may search library land card put onto battlefield tapped shuffle library
Blue,madness x bluemanabluemana discard card discard exile cast madness cost put graveyard gain control target creature toughness le spell madness cost wa paid instead gain control creature toughness x le
Black,flying lifelink indestructible haste
Black,tap add colorlessmana tap pay life create white black human cleric creature token tap sacrifice five creature transform westvale abbey untap
Red,whenever wolf devil breach attack may pay redmana discard card wolf devil breach deal damage target creature planeswalker equal discarded card converted mana cost
Black,choose nonland card name search target player graveyard hand library number card name exile player shuffle library
White,artifact creature control get plusandplus
Black,flying creature transforms princess luna choose six card outside game moon art exile card long card remain exiled may cast friend may cast permission gift appreciated
Black,flying long nighttime nightmare moon get plusandplus ha menace transform nightmare moon anypony may activate ability help pay cost become friend
Black,flying beginning end step may exile enchantment card graveyard create black zombie creature token
Green,reach whenever opponent cast instant sorcery spell create green spider creature token reach
White,flying lifelink pegasus creature control lifelink constellation whenever enchantment enters battlefield control create white pegasus creature token flying
Blue,flash ashiok erasure enters battlefield exile target spell opponent cast spell name exiled card ashiok erasure leaf battlefield return exiled card owner hand
Green,may play additional land turn land control every basic land type addition type
Black,exile target creature planeswalker look top card library may put card graveyard
White,first strike loyalty ability planeswalkers opponent control cost activate
White,saga enters draw step add lore counter sacrifice iii exile target permanent opponent control converted mana cost greater ii noncreature spell opponent cast cost cast next turn iii return target creature planeswalker card graveyard battlefield put plusandplus counter loyalty counter
White,two target creature control get plusandplus end turn create two white human soldier creature token gain life escape whitemanawhitemana exile four card graveyard may cast card graveyard escape cost
Black,choose one target creature get minusxandminusx end turn gain x life exile twice x target card graveyard
Black,indestructible long devotion black le five erebos creature whenever another creature control dy may pay life draw card blackmana sacrifice another creature target creature get minusandminus end turn
Black,lifelink gravebreaker lamia enters battlefield search library card put graveyard shuffle library spell cast graveyard cost le cast
White,choose one destroy x target artifact andandor enchantment target player gain twice x life
White,indestructible long devotion white le five heliod creature whenever gain life put plusandplus counter target creature enchantment control whitemana another target creature gain lifelink end turn
Blue,saga enters draw step add lore counter sacrifice iii create blue kraken creature token hexproof ii tap nonland permanent target opponent control untap controller next untap step iii gain control target permanent opponent control untap
Green,enchant creature enchanted creature get plusandplus mantle wolf put graveyard battlefield create two green wolf creature token
Blue,whenever draw card may pay put plusandplus counter nadir kraken create blue tentacle creature token
Green,creature able block nessian boar whenever nessian boar becomes blocked creature creature controller draw card
Black,flying whenever another nontoken creature control dy may exile create token copy creature except nightmare addition type
Green,choose one search library x land card reveal put hand shuffle library nylea intervention deal twice x damage creature flying
Green,indestructible long devotion green le five nylea creature creature spell cast cost le cast greenmana reveal top card library creature card put hand otherwise may put graveyard
Green,trample tap permanent mana produce three time much mana instead
Red,ox agonas enters battlefield discard hand draw three card escaperedmanaredmana exile eight card graveyard may cast card graveyard escape cost ox agonas escape plusandplus counter
Red,flying haste redmana phoenix ash get plusandplus end turn escape redmanaredmana exile three card graveyard may cast card graveyard escape cost phoenix ash escape plusandplus counter
Blue,constellation whenever enchantment enters battlefield control may protean thaumaturge become copy another target creature except ha ability
Red,choose one create xand red elemental creature token trample haste sacrifice beginning next end step purphoros intervention deal twice x damage target creature planeswalker
Red,indestructible long devotion red le five purphoros creature creature control haste redmana may put red creature card artifact creature card hand onto battlefield sacrifice beginning next end step
Green,constellation whenever enchantment enters battlefield control put plusandplus counter setessan champion draw card
White,player control creature power greater draw card destroy creature
Red,haste storm herald enters battlefield return number aura card graveyard battlefield attached creature control exile aura beginning next end step aura would leave battlefield exile instead putting anywhere else
Red,storm wrath deal damage creature planeswalker
White,vigilance whenever taranika akroan veteran attack untap another target creature control end turn creature ha base power toughness gain indestructible
Red,whenever tectonic giant attack becomes target spell opponent control choose one tectonic giant deal damage opponent exile top two card library choose one end next turn may play card
Blue,choose one look top x card library put two hand rest bottom library random order counter target spell unless controller pay twice x
Blue,thassa oracle enters battlefield look top x card library x devotion blue put one top library rest bottom library random order x greater equal number card library win game bluemana mana cost permanent control count toward devotion blue
Blue,indestructible long devotion blue le five thassa creature beginning end step exile one target creature control return card battlefield control bluemana tap another target creature
Red,saga enters draw step add lore counter sacrifice iii gain control target creature long akroan war remains battlefield ii next turn creature opponent control attack combat able iii tapped creature deal damage equal power
Green,saga enters draw step add lore counter sacrifice iv create white human soldier token ii put three plusandplus counter target creature control iii control creature power greater draw two card iv create gold token
Blue,flash flying spell cast converted mana cost greater cost le cast countered
Black,treacherous blessing enters battlefield draw three card whenever cast spell lose life treacherous blessing becomes target spell ability sacrifice
Black,saga enters draw step add lore counter sacrifice iii ii put top three card library graveyard may exile creature enchantment card graveyard create black zombie creature token iii gain x life scry x x number zombie control
Red,nonland card graveyard ha escape escape cost equal card mana cost plus exile three card graveyard may cast card graveyard escape cost beginning end step sacrifice underworld breach
Blue,whenever cast first spell opponent turn draw card
Black,woe strider enters battlefield create white goat creature token sacrifice another creature scry escape blackmanablackmana exile four card graveyard may cast card graveyard escape cost woe strider escape two plusandplus counter
Black,flying abhorrent overlord enters battlefield create number black harpy creature token flying equal devotion black blackmana mana cost permanent control count toward devotion black beginning upkeep sacrifice creature
Green,heroic whenever cast spell target anthousa setessan hero three target land control become warrior creature end turn still land
Red,redmanaredmana monstrosity creature monstrous put three plusandplus counter becomes monstrous ember swallower becomes monstrous player sacrifice three land
Green,tap add amount greenmana equal devotion green greenmana mana cost permanent control count toward devotion green
White,heroic whenever cast spell target phalanx leader put plusandplus counter creature control
Blue,bluemanabluemana monstrosity creature monstrous put four plusandplus counter becomes monstrous shipbreaker kraken becomes monstrous tap four target creature creature untap controller untap step long control shipbreaker kraken
Green,defender hexproof tap add one mana color
White,vigilance
Red,horsemanship creature blocked except creature horsemanship
Green,borrowing east wind deal x damage creature horsemanship player
Blue,tap one two target creature without horsemanship
Red,burning field deal damage target opponent planeswalker
Red,destroy four land control target opponent destroys four land control burning xinye deal damage creature
Black,tap target opponent discard two card activate ability turn attacker declared
Black,horsemanship creature blocked except creature horsemanship cao ren wei commander enters battlefield lose life
Blue,cast spell declare attacker step attacked step return target attacking creature owner hand
Red,draw four card discard three card random
Black,corrupt court official enters battlefield target opponent discard card
Red,corrupt eunuch enters battlefield deal damage target creature
Blue,council advisor enters battlefield draw card
Blue,return one two target creature owner hand
Black,tap target opponent discard card activate ability turn attacker declared
Black,target opponent discard two card
Red,desert sandstorm deal damage creature
Black,creature control get plusandplus end turn
Red,dong zhou tyrant enters battlefield target creature opponent control deal damage equal power player
White,cast spell declare attacker step attacked step destroy target attacking creature
White,target opponent skip combat phase next turn
Red,target opponent chooses creature control creature control block turn
White,return target creature card graveyard battlefield
Green,put target card graveyard top library
Red,fire ambush deal damage target
Red,sacrifice fire bowman deal damage target activate ability turn attacker declared
White,whenever flanking troop attack may tap target creature
Blue,put target creature top owner library
Black,destroy target nonblack creature
White,destroy tapped creature
White,horsemanship creature blocked except creature horsemanship guan yu sainted warrior put graveyard battlefield may shuffle guan yu library
Green,cast spell declare attacker step attacked step prevent damage would dealt turn attacking creature
White,huang zhong shu general blocked one creature
Green,whenever hunting cheetah deal damage opponent may search library forest card reveal card put hand shuffle library
Black,target opponent chooses creature control destroy creature
White,tap kongming contraption deal damage target attacking creature activate ability declare attacker step attacked step
Blue,tap return lady sun another target creature owner hand activate ability turn attacker declared
Green,horsemanship creature blocked except creature horsemanship
White,horsemanship creature blocked except creature horsemanship liu bei lord shu get plusandplus long control permanent named guan yu sainted warrior permanent named zhang fei fierce warrior
Blue,horsemanship creature blocked except creature horsemanship
Blue,tap draw card activate ability turn attacker declared
Red,horsemanship creature blocked except creature horsemanship whenever chao western warrior attack alone blocked combat
Green,tap number untapped creature control gain life creature tapped way
Green,green creature control get plusandplus
White,destroy target creature owner gain life
Red,haste
White,tap target creature get plusandplus end turn activate ability turn attacker declared
Black,destroy target nonblack creature gain life
Blue,counter target creature spell
Red,ravaging horde enters battlefield destroy target land
Blue,red cliff armada attack unless defending player control island
Red,haste
Black,return target creature card graveyard hand
White,target creature get plusandplus gain horsemanship end turn blocked except creature horsemanship
Green,target creature get plusandplus gain horsemanship blocked except creature horsemanship effect last indefinitely
Red,rockslide ambush deal damage target creature equal number mountain control
Red,rolling earthquake deal x damage creature without horsemanship player
Blue,return target sorcery card graveyard hand
White,horsemanship creature blocked except creature horsemanship
White,whenever shu defender block get plusandplus end turn
White,horsemanship creature blocked except creature horsemanship
White,tap gain life activate ability turn attacker declared
White,vigilance horsemanship creature blocked except creature horsemanship
White,shu grain caravan enters battlefield gain life
White,shu soldierminusfarmers enters battlefield gain life
Black,sima yi wei field marshal power equal number swamp control
Green,whenever slashing tiger becomes blocked get plusandplus end turn
Green,gain life
Black,stolen grain deal damage target opponent planeswalker gain life
Black,tap destroy target tapped nonblack creature activate ability turn attacker declared
Blue,horsemanship creature blocked except creature horsemanship sun ce young conquerer enters battlefield may return target creature owner hand
Blue,creature control horsemanship blocked except creature horsemanship
Green,hexproof creature target spell ability opponent control
Green,taoist mystic blocked creature horsemanship
Green,creature able block target creature turn
Green,search library forest card put card onto battlefield shuffle library
Green,whenever trained cheetah becomes blocked get plusandplus end turn
Green,destroy target creature horsemanship
White,creature control get plusandplus end turn
Red,take extra turn one beginning turn end step lose game
Black,whenever wei ambush force attack get plusandplus end turn
Black,wei assassin enters battlefield target opponent chooses creature control destroy creature
Black,horsemanship creature blocked except creature horsemanship
Black,horsemanship creature blocked except creature horsemanship whenever wei night raider deal damage opponent player discard card
Black,horsemanship creature blocked except creature horsemanship
Black,horsemanship creature blocked except creature horsemanship
Green,target creature get plusandplus end turn
Green,may wolf pack assign combat damage though blocked
Blue,wu admiral get plusandplus long opponent control island
Blue,horsemanship creature blocked except creature horsemanship
Blue,horsemanship creature blocked except creature horsemanship
Blue,tap wu longbowman deal damage target activate ability turn attacker declared
Blue,horsemanship creature blocked except creature horsemanship wu scout enters battlefield look target opponent hand
Blue,wu spy enters battlefield look top two card target player library put one graveyard
Blue,wu warship attack unless defending player control island
Black,tap target creature control get plusandplus end turn activate ability turn attacker declared
Red,horsemanship creature blocked except creature horsemanship yellow scarf cavalry block
Red,horsemanship creature blocked except creature horsemanship yellow scarf general block
Red,yellow scarf troop block
Black,young wei recruit block
Red,whenever yuan shao infantry attack alone yuan shao infantry blocked combat
Red,horsemanship creature blocked except creature horsemanship creature control blocked one creature
White,vigilance horsemanship creature blocked except creature horsemanship
Black,horsemanship creature blocked except creature horsemanship whenever zhang wei general attack creature control get plusandplus end turn
Black,whenever zhang liao hero hefei deal damage opponent opponent discard card
White,horsemanship creature blocked except creature horsemanship whenever zhao zilong tiger general block get plusandplus end turn
Blue,zhou yu chief commander attack unless defending player control island
Blue,tap target creature blocked turn activate ability turn attacker declared
Red,mountainwalk creature blocked long defending player control mountain
Red,zodiac dragon put graveyard battlefield may return hand
Red,mountainwalk creature blocked long defending player control mountain
Green,islandwalk creature blocked long defending player control island
Green,swampwalk creature blocked long defending player control swamp
Black,swampwalk creature blocked long defending player control swamp
Green,forestwalk creature blocked long defending player control forest
Black,swampwalk creature blocked long defending player control swamp
Green,plainswalk creature blocked long defending player control plain
Black,swampwalk creature blocked long defending player control swamp
Green,forestwalk creature blocked long defending player control forest
Green,hexproof creature target spell ability opponent control zuo ci mocking sage blocked creature horsemanship
Green,haste whenever cast spell second creature spell cast turn may return vengevine graveyard battlefield
White,flying first strike vigilance
Green,squirrellink damage dealt creature also cause create many green squirrel creature token creature token control squirrel addition creature type squirrel control get plusandplus
Green,put nine plusandplus counter target land control becomes legendary elemental creature haste named vituminusghazi still land
Black,may look top card library time may play top card library cast spell way pay life equal converted mana cost rather pay mana cost tap sacrifice ten nonland permanent opponent loses life
Black,choose number target creature andandor planeswalker card graveyard command dreadhorde deal damage equal total converted mana cost card put onto battlefield control
Blue,spell countered draw two card amass x x number card hand put x plusandplus counter army control control one create black zombie army creature token first
Black,choose four target card graveyard control bola planeswalker return card hand otherwise opponent chooses two leave chosen card graveyard put rest hand exile deliver unto evil
Red,trample whenever dreadhorde arcanist attack may cast target instant sorcery card converted mana cost le equal dreadhorde arcanist power graveyard without paying mana cost card would put graveyard turn exile instead
Black,beginning upkeep lose life amass put plusandplus counter army control control one create black zombie army creature token first whenever zombie token control power greater attack gain lifelink end turn
Green,search library andandor graveyard creature card converted mana cost x le put onto battlefield search library way shuffle x creature control get plusxandplusx gain haste end turn
Black,destroy three target creature toughness x le x return creature card graveyard battlefield
White,create x white soldier creature token vigilance x also create x white angel creature token flying vigilance
Red,may cast one target instant card andandor one target sorcery card graveyard converted mana cost x le without paying mana cost card cast way would put graveyard turn exile instead x copy spell twice may choose new target copy
Blue,draw x card x instead shuffle graveyard library draw x card untap five land maximum hand size rest game exile finale revelation
White,search library two planeswalker card reveal put hand shuffle library
Red,trample whenever ilharg razeminusboar attack may put creature card hand onto battlefield tapped attacking return creature hand beginning next end step ilharg razeminusboar dy put exile battlefield may put owner library third top
Red,whenever krenko tin street kingpin attack put plusandplus counter create number red goblin creature token equal krenko power
Black,opponent sacrifice creature control liliana planeswalker opponent also discard card
Black,menace massacre girl enters battlefield creature get minusandminus end turn whenever creature dy turn creature massacre girl get minusandminus end turn
Red,trample whenever cast noncreature spell mizzium tank becomes artifact creature get plusandplus end turn crew tap number creature control total power vehicle becomes artifact creature end turn
Blue,copy target instant sorcery spell return owner hand may choose new target copy
Red,trample whenever neheb dreadhorde champion deal combat damage player planeswalker may discard number card draw many card add much redmana end turn lose mana step phase end
Green,paradise druid ha hexproof long untapped target spell ability opponent control tap add one mana color
White,flying first strike vigilance whenever parhelion ii attack create two white angel creature token flying vigilance attacking crew tap number creature control total power vehicle becomes artifact creature end turn
Green,choose four may choose mode create citizen creature token color return target permanent card graveyard hand proliferate gain life
White,exile multicolored permanent
Blue,whenever silent submersible deal combat damage player planeswalker draw card crew tap number creature control total power vehicle becomes artifact creature end turn
White,player chooses creature planeswalker control sacrifice rest player cast creature planeswalker spell end next turn
Blue,may spark double enter battlefield copy creature planeswalker control except enters additional plusandplus counter creature enters additional loyalty counter planeswalker legendary permanent legendary
Black,destroy number target planeswalkers choose planeswalker control put two loyalty counter planeswalker destroyed way
White,flying land battlefield land card graveyard target spell ability opponent control opponent play land card graveyard
Green,x tap discard card look top x card library may put creature card converted mana cost x le among onto battlefield put rest bottom library random order
Black,curse wizardry enters battlefield choose color whenever player cast spell chosen color player loses life
Black,flying infect creature deal damage creature form minusandminus counter player form poison counter
Black,skinrender enters battlefield put three minusandminus counter target creature
White,whenever hada freeblade another ally enters battlefield control may put plusandplus counter hada freeblade
Black,whenever kalastria highborn another vampire control dy may pay blackmana target player loses life gain life
Black,ruthless cullblade get plusandplus long opponent ha le life
Red,source control would deal damage permanent player deal double damage permanent player instead
Blue,arcane adaptation enters battlefield choose creature type creature control chosen type addition type true creature spell control creature card battlefield
Black,transforms arguel blood fast tap add blackmana tap sacrifice creature gain life equal sacrificed creature toughness
Black,blackmana pay life draw card beginning upkeep le life may transform arguel blood fast
White,player cast spell graveyard activate ability card graveyard whenever creature dy gain life
White,beginning upkeep may two target player exchange life total
White,vigilance whenever bishop rebirth attack may return target creature card converted mana cost le graveyard battlefield
Black,flash bloodcrazed paladin enters battlefield plusandplus counter creature died turn
Red,burning sun avatar enters battlefield deal damage target opponent planeswalker damage one target creature
Red,haste whenever captain lannery storm attack create treasure token artifact tap sacrifice artifact add one mana color whenever sacrifice treasure captain lannery storm get plusandplus end turn
Green,spell countered trample hexproof
Blue,bluemana daring saboteur blocked turn whenever daring saboteur deal combat damage player may draw card discard card
Black,blackmana tap exile two target card opponent graveyard deadeye tracker explores reveal top card library put card hand land otherwise put plusandplus counter creature put card back put graveyard
Green,whenever deathgorge scavenger enters battlefield attack may exile target card graveyard creature card exiled way gain life noncreature card exiled way deathgorge scavenger get plusandplus end turn
Green,whenever cast noncreature spell put plusandplus counter deeproot champion
Black,menace deathtouch dire fleet ravager enters battlefield player loses third life rounded
Blue,flash flying dreamcaller siren block creature flying dreamcaller siren enters battlefield control another pirate tap two target nonland permanent
Green,whenever emperor vanguard deal combat damage player explores reveal top card library put card hand land otherwise put plusandplus counter creature put card back put graveyard
Blue,gain control target creature converted mana cost x
Black,menace whenever fathom fleet captain attack control another nontoken pirate may pay create black pirate creature token menace
Blue,whenever fleet swallower attack target player put top half library rounded graveyard
White,double strike whenever goring ceratops attack creature control gain double strike end turn
Green,transforms growing rite itlimoc tap add greenmana tap add greenmana creature control
Green,growing rite itlimoc enters battlefield look top four card library may reveal creature card among put hand put rest bottom library order beginning end step control four creature transform growing rite itlimoc
Blue,creature control plusandplus counter blocked
White,flying creature opponent control enter battlefield tapped
Blue,spell opponent cast target merfolk control cost cast ability opponent activate target merfolk control cost activate
White,transforms legion landing tap add whitemana whitemana tap create white vampire creature token lifelink
White,legion landing enters battlefield create white vampire creature token lifelink attack three creature transform legion landing
White,whenever one nontoken vampire control attack create white vampire creature token lifelink
Green,oldminusgrowth dryad enters battlefield opponent may search library basic land card put onto battlefield tapped shuffle library
Blue,target player draw seven card
